Judul,Harga,Lokasi,Kamar,Wc,Parkir,Luas_tanah,Luas_bangunan,Deskripsi,Keywords
Dijual Rumah Cantik Cluster Lokasi Dikota Jogja KODYA Lokasi Gedongkiwo Mantrijeron,Rp 960 Juta,"Mantrijeron, Yogyakarta",4.0,2.0,1.0,122 m²,195 m²,DIJUAL RUMAH CANTIK CLUSTER LOKASI DIKOTA JOGJA (KODYA) LOKASI Gedongkiwo (Mantrijeron) √.Dekat PRAWIROTAMAN...,"Rumah
Dekat Pusat Perbelanjaan"
"Dijual Rumah Cantik Besar, Tepi Jalan Aspal, Lokasi Kota Jogja KODYA","Rp 1,1 Miliar","Mantrijeron, Yogyakarta",2.0,2.0,1.0,150 m²,150 m²,"DIJUAL RUMAH CANTIK & BESAR, TEPI JALAN ASPAL, LOKASI KOTA JOGJA (KODYA) LOKASI GEDONGKIWO (Mantrijeron)...","Rumah
Dekat Tempat Wisata"
Rumah Dengan Tampilan Yang Cantik Desain Scandinavian Di Sleman,Rp 999 Juta,"Maguwoharjo, Yogyakarta",3.0,3.0,1.0,103 m²,100 m²,"Rumah Scandinavian 2 Lantai di Jl Tajem Maguwoharjo Alamat: Tegalsari, Wedomartani, Kabupaten Sleman,...","Rumah
Dekat Sekolah
Dekat Fasilitas Kesehatan
Dekat Tempat Wisata"
"Dijual Rumah Besar Lokasi Selatan Jokteng Kulon, Dekat Alun alun Kidul KODYA","Rp 1,75 Miliar","Mantrijeron, Yogyakarta",3.0,2.0,2.0,316 m²,316 m²,"DIJUAL RUMAH BESAR LOKASI SELATAN JOKTENG KULON, DEKAT ALUN-ALUN KIDUL (KODYA) Lokasi Gedongkiwo,...","Rumah
Dekat Pusat Perbelanjaan
Dekat Tempat Wisata"
"Cuma 275 Juta, di Timur Sleman Rumah Joglo Etnik Modern SHM",Rp 275 Juta,"Prambanan, Sleman",2.0,1.0,1.0,70 m²,36 m²,"CUMA 275 JUTA, di Timur Sleman Rumah Joglo Etnik Modern SHM Hunian strategis yang memiliki desain...","Rumah
Dekat Akses Transportasi
Dekat Sekolah
Dekat Tempat Ibadah"
Rumah Cocok Untuk Keluarga Besar Perum Griya Alvita Dekat Malioboro,"Rp 2,75 Miliar","Kasihan, Bantul",4.0,3.0,2.0,308 m²,150 m²,"Rumah tinggal berada di dalam Perum Griya Alvita, rumah ini dilengkapi dengan 4 kamar tidur, 3 kamar...","Rumah
Dekat Sekolah"
Rumah Mewah Super Murah Di Tengah Kota Di Tegalrejo,"Rp 2,9 Miliar","Tegalrejo, Yogyakarta",3.0,3.0,1.0,192 m²,174 m²,HUNIAN PERUMAHAN DI TENGAH KOTA YOGYAKARTA DEKAT SMAN 2 Yogyakarta Lokasi : - Jl. Bener - Tegalrejo...,"Rumah
Dekat Pusat Perbelanjaan
Dekat Fasilitas Kesehatan"
"Rumah 2 Lantai Dekat Galeria Mall Yogya, Cocok Untuk Kost kostan",Rp 8 Miliar,"Gondokusuman, Yogyakarta",3.0,2.0,1.0,380 m²,760 m²,Spesifikasi : Luas tanah 380m2 Luas bangunan 760m2 Lantai 1: 3 ruang usaha 3 kamar tidur 2 kamar...,"Rumah
Dekat Akses Transportasi
Dekat Pusat Perbelanjaan
Dekat Sekolah"
Rumah Baru Model Joglo Moderen Di Nglinggi Klaten,Rp 385 Juta,"Prambanan, Sleman",2.0,1.0,1.0,81 m²,36 m²,Rumah Baru Model Joglo Moderen Di Nglinggi Klaten Nikmati rumah baru yang mengutamakan kenyamanan...,"Rumah
Dekat Sekolah"
Rumah Siap Huni Impian Harga 300 Jtan Di Sleman Barat,Rp 350 Juta,"Wates, Kulon Progo",2.0,1.0,1.0,104 m²,50 m²,Cari rumah dengan harga terjangkau di Sleman barat? Miliki hunian 1 lantai yang memeiliki lahan luas...,"Rumah
Siap Huni
Dekat Tempat Ibadah"
Rumah Bantul Padat Perumahan Bangunjiwo Kasihan,Rp 390 Juta,"Kasihan, Bantul",2.0,1.0,1.0,119 m²,40 m²,Rumah Bantul Padat Perumahan Bangunjiwo Kasihan. Rumah Dalam Perumahan Desain Scandinavian Lokasi...,"Rumah
Dekat Pusat Perbelanjaan
Dekat Sekolah"
Rumah Minimalis Bantul Dalam Perumahan Dekat Kampus Umy,Rp 386 Juta,"Kasihan, Bantul",2.0,1.0,1.0,119 m²,40 m²,Rumah Minimalis Bantul Dalam Perumahan Dekat Kampus UMY. Rumah Dalam Perumahan Desain Scandinavian...,"Rumah
Dekat Pusat Perbelanjaan
Dekat Sekolah"
Rumah Murah Bantul Barat Alfamart Tugu Lilin SHM + Imb,Rp 451 Juta,"Kasihan, Bantul",2.0,1.0,1.0,153 m²,40 m²,Rumah Bantul Barat Alfamart Tugu Lilin SHM + IMB. Rumah Dalam Perumahan Desain Scandinavian Lokasi...,"Rumah
Dekat Pusat Perbelanjaan
Dekat Sekolah"
Jual Rumah Bantul Dekat Kampus Umy Padat Perumahan,Rp 454 Juta,"Sewon, Bantul",2.0,1.0,1.0,153 m²,40 m²,Jual Rumah Bantul Dekat Kampus UMY Padat Perumahan. Rumah Dalam Perumahan Desain Scandinavian Lokasi...,"Rumah
Dekat Pusat Perbelanjaan
Dekat Sekolah"
Rumah di Bantul Barat Alfamart Tugu Lilin SHM + Imb,Rp 551 Juta,"Kasihan, Bantul",2.0,1.0,1.0,153 m²,40 m²,Rumah di Bantul Barat Alfamart Tugu Lilin SHM + IMB. Rumah Dalam Perumahan Desain Scandinavian Lokasi...,"Rumah
Dekat Pusat Perbelanjaan
Dekat Sekolah"
Dijual Rumah Strategis Dan Nyaman Dekat Jl Magelang Yogyakarta,Rp 495 Juta,"Tempel, Sleman",2.0,1.0,1.0,112 m²,36 m²,"Murah! Rumah Strategis dan Nyaman diutara Jejamuran Sleman Alamat: Jl Murangan VII, Triharjo, Kabupaten...","Rumah
Dekat Akses Transportasi
Dekat Pusat Perbelanjaan
Dekat Tempat Ibadah"
Rumah Mewah Dekat Kawasan Wisata Candi Prambanan,Rp 610 Juta,"Maguwoharjo, Yogyakarta",2.0,1.0,1.0,90 m²,36 m²,Rumah MEWAH Dekat Kawasan Wisata Candi Prambanan Miliki Rumah Mewah yang memancarkan keindahan disetiap...,"Rumah
Dekat Akses Transportasi
Dekat Tempat Wisata
Dekat Tempat Ibadah"
Rumah Modern Klasik Super Cantik Dan Mewah 2 Lantai Area Premium,"Rp 2,1 Miliar","Ngaglik, Sleman",5.0,4.0,2.0,114 m²,150 m²,"HF/MR/065172 Dijual rumah cantik dan mewah 2 lantai 5 menit ke Pakuwon Mall, Polda DIY, RS Condong...","Rumah
Dekat Sekolah
Dekat Fasilitas Kesehatan"
GRIYA EWOLU KALIURANG YOGYAKARTA,Rp 20 Miliar,"Mlati, Sleman",5.0,5.0,3.0,819 m²,900 m²,Rumah Dijual Sleman GRIYA EWOLU KALIURANG YOGYAKARTA LT 819m2 LB: +/- 900m2 di luar luasan kolam...,"Rumah
Dekat Landmark"
"Rumah American Style 200 Jutaan Dekat Wisata Tol Prambanan, Idaman Milenial",Rp 270 Juta,"Kalasan, Sleman",2.0,1.0,1.0,60 m²,28 m²,"Yuk, miliki rumah impian bergaya American Style Minimalis Modern di Prambanan dengan harga super...","Rumah
Bebas Banjir
Dekat Akses Transportasi
Dekat Pusat Perbelanjaan"
Rumah Baru Modern Minimalis Di Bantul Kota,Rp 571 Juta,"Bantul, Bantul",2.0,1.0,1.0,111 m²,46 m²,Perumahan Modern Minimalis di Bantul One Gate System Dijual Rumah Siap Huni dengan Konsep Modern...,"Rumah
Siap Huni
Dekat Sekolah
Dekat Fasilitas Kesehatan"
Dijual Tinggal 1 Unit Rumah Modern Siap Bangun Dekat Jl Magelang,Rp 490 Juta,"Tempel, Sleman",2.0,1.0,1.0,92 m²,36 m²,"Dijual Tinggal 1 Unit Rumah Modern Siap Bangun dekat Jl Magelang Alamat: Kemloko, Margorejo, Kec....","Rumah
Dekat Tempat Ibadah"
Rumah Siap Huni 2 Lantai di Bantul Dekat Kids Fun,"Rp 1,1 Miliar","Piyungan, Bantul",6.0,2.0,1.0,115 m²,125 m²,"Dijual rumah second siap huni 2 lantai dilengkapi 6 kamar tidur di Piyungan, Bantul Kode : CORE 1178...","Rumah
Siap Huni
Dekat Tempat Wisata
Dekat Tempat Ibadah"
"Cuma 275 Juta, di Timur Sleman Rumah Joglo Etnik Modern SHM",Rp 275 Juta,"Prambanan, Sleman",2.0,1.0,1.0,70 m²,36 m²,"CUMA 275 JUTA, di Timur Sleman Rumah Joglo Etnik Modern SHM Hunian strategis yang memiliki desain...","Rumah
Dekat Akses Transportasi
Dekat Sekolah
Dekat Tempat Ibadah"
"Cicilan Tanpa Bunga, Rumah Etnik Joglo di Prambanan Sleman",Rp 450 Juta,"Maguwoharjo, Yogyakarta",2.0,1.0,1.0,75 m²,36 m²,"Cicilan Tanpa Bunga, Rumah Etnik Joglo di Prambanan Sleman Hunian cantik di cluster premium dekat...","Rumah
Dekat Akses Transportasi
Dekat Pusat Perbelanjaan
Dekat Sekolah"
Rumah Harga Terjangkau Di Lokasi Primadona Jogja,Rp 850 Juta,"Ngaglik, Sleman",4.0,2.0,1.0,186 m²,166 m²,Kode : Core-1167 Magnet Kawasan : - 6 menit ke pasar Gentan - 6 menit ke pasar Kolombo - 6 menit...,"Rumah
Dekat Pusat Perbelanjaan
Dekat Sekolah
Dekat Landmark"
Rumah Bagus Bisa Untuk Usaha Siap Huni Di Kota Baru Jogjakarta,Rp 13 Miliar,"Kota Baru, Yogyakarta",3.0,6.0,3.0,523 m²,300 m²,"FOR SALE! RUMAH BAGUS BISA UNTUK USAHA DI KOTA BARU, JOGJAKARTA (LP) Luas Tanah: 523 M² Luas Bangunan:...","Rumah
Siap Huni
Dekat Fasilitas Kesehatan"
Rumah 2 Lantai Siap Huni di Piyungan Dekat Kids Fun Park,"Rp 1,1 Miliar","Piyungan, Bantul",6.0,2.0,1.0,115 m²,125 m²,Kode : Core-1178 Magnet Kawasan : - 6 menit ke Kids Fun - 5 menit ke Taman Dinosaurus Potorono -...,"Rumah
Siap Huni
Dekat Pusat Perbelanjaan
Dekat Tempat Wisata"
Rumah Minimalis Modern di Ngaglik Dekat Pasar Jangkang,Rp 985 Juta,"Ngaglik, Sleman",3.0,2.0,1.0,114 m²,72 m²,Kode : 1179 Daya Tarik Kawasan : - 2 menit ke Alfamaret Mindi - 2 menit ke Pasar Jangkang - 4 menit...,"Rumah
Dekat Sekolah
Dekat Fasilitas Kesehatan"
Hanya 2 Unit Rumah Modern Artistik di Sleman Utara,Rp 985 Juta,"Ngaglik, Sleman",3.0,2.0,1.0,114 m²,72 m²,"Menghadirkan 2 unit rumah proses bangun dengan konsep modern elegan di Jl Kaliurang Km 12.5, Ngaglik,...","Rumah
Dekat Sekolah
Dekat Fasilitas Kesehatan
Dekat Landmark"
Jual Rumah Minimalis Siap Huni Type 70 102 Dekat Kampus Uii Jogja,Rp 890 Juta,"Ngaglik, Sleman",3.0,2.0,1.0,102 m²,70 m²,JUAL RUMAH MINIMALIS SIAP HUNI TYPE 70/102 DEKAT KAMPUS UII JOGJA Spesifikasi: Luas Tanah: 102 m2...,"Rumah
Siap Huni
Dekat Sekolah
Dekat Fasilitas Kesehatan"
Rumah Murah Luas 118 M2 Lokasi Kalitirto Berbah Sleman,Rp 535 Juta,"Berbah, Sleman",3.0,2.0,1.0,118 m²,100 m²,Rumah yang berada di Jabung Kalitirto Berbah Sleman ini memiliki lingkungan yang nyaman dan kondusif...,Rumah
Dijual Hunian Cantik Moderen Strategis Dekat Pemda Sleman,Rp 592 Juta,"Mlati, Sleman",2.0,1.0,1.0,104 m²,50 m²,"Dijual Hunian Cantik Strategis dekat Sleman City Hall Alamat: Jomblang, Sendangadi, Kec. Mlati, Kabupaten...","Rumah
Dekat Landmark"
Bu 2 Lantai Shm Rumah Bagus Hadap Selatan,"Rp 1,4 Miliar","Ngaglik, Sleman",3.0,3.0,1.0,97 m²,120 m²,"BU segera, Rumah cantik modern. Dekat jl Raya Palagan. Dekat pasar Rejodani. Akses ke mana-mana mudah....",Rumah
"Kos Kosan 80 Kamar, Strategis & Siap Huni",Rp 35 Miliar,"Depok, Sleman",80.0,80.0,5.0,2500 m²,2000 m²,SHM & IMB komplit Dekat kampus UPN & YKPN Row jalan dua mobil Dekat area bisnis...,"Rumah
Siap Huni
Dekat Sekolah"
Jual Kos Di Seturan Dekat Kampus Ykpn,"Rp 2,95 Miliar","Depok, Sleman",12.0,12.0,2.0,119 m²,255 m²,"JUAL KOS EXCLUSIVE ( full furnish ) Lokasi : Seturan Depok Sleman Yogyakarta Harga : 2,950 milyar...","Rumah
Full Furnished
Dekat Sekolah"
Dijual Kost Aktif 2 Lantai Hgb Rumah Bagus Selatan,Rp 3 Miliar,"Seturan, Yogyakarta",12.0,12.0,1.0,271 m²,345 m²,"BU Rumah kost aktif 12 kamar, kamar mandi dalam. Nego sampai jadi...",Rumah
Rumah Pesan Bangun Design Bebas Request di Kalasan,Rp 280 Juta,"Kalasan, Sleman",2.0,1.0,1.0,86 m²,36 m²,Foto Rumah Hanya Contoh Rumah Jadi. Design Rumah Free Sesuai Keinginanmu Legalitas SHM & PBG/IMB...,"Rumah
Dekat Fasilitas Kesehatan
Dekat Tempat Ibadah"
Rumah Baru Nyaman Dan Stylish Di Lokasi Strategis,Rp 275 Juta,"Prambanan, Sleman",2.0,1.0,1.0,70 m²,36 m²,Rumah Baru Nyaman dan Stylish Di Lokasi Strategis Miliki Rumah Impian Anda dengan Konsep Industrial...,"Rumah
Dekat Akses Transportasi
Dekat Sekolah
Dekat Tempat Ibadah"
Investasi Rumah Kost Lokasi Premium Daerah Dekat Kampus Uin Sunan Kalijaga,Rp 7 Miliar,"Depok, Sleman",27.0,8.0,3.0,1145 m²,700 m²,"Untuk anda yang memiliki impian ingin memiliki usaha rumah kost, saat ini kami memiliki 1 Unit Rumah...","Rumah
Dekat Sekolah"
Rumah Tinggal 5 Kamar Lokasi Dekat Stasiun Lempuyangan,Rp 850 Juta,"Danurejan, Yogyakarta",5.0,3.0,1.0,110 m²,150 m²,"Rumah ini berada di Jl. Tukangan Tegal Panggung Danurejan Yogyakarta, memilki Luas Tanah 110m2, luas...","Rumah
Dekat Akses Transportasi
Dekat Sekolah"
Kos Eksklusif Dekat Kamous Uii Proses Finishing,"Rp 2,75 Miliar","Kaliurang, Sleman",10.0,10.0,2.0,148 m²,230 m²,Siapa Nih yang Mau punya kos kosan Di Jogja? Yuk buruan di Survey Kost Exclusive Dekat Kampus UII...,"Rumah
Siap Huni
Dekat Sekolah
Dekat Landmark"
Dijual Rumah Murah Siap Huni Full Furnish diBanguntapan,Rp 445 Juta,"Banguntapan, Bantul",2.0,1.0,1.0,75 m²,55 m²,Dijual Rumah Murah Siap Huni Full Furnish di Banguntapan Giwangan Luas tanah 75meter² Bangunan 50m...,"Rumah
Full Furnished
Siap Huni
Dekat Akses Transportasi"
Hunian Private Pool Jl Jogja Solo Dekat Ke Ambarrukmo American Style,"Rp 1,36 Miliar","Gondomanan, Yogyakarta",3.0,2.0,2.0,103 m²,100 m²,Hunian Private Pool Jl Jogja Solo Dekat ke Ambarrukmo American Style. Rumah Mewah Dalam Cluster Model...,"Rumah
Dekat Akses Transportasi
Dekat Tempat Wisata"
Hunian Private Pool 50m Ke Jalan Utama Bonus 4 Unit Ac Berbah Sleman,"Rp 1,38 Miliar","Mlati, Sleman",3.0,2.0,2.0,107 m²,100 m²,Hunian Private Pool 50m ke Jalan Utama Bonus 4 Unit AC Berbah Sleman. Rumah Mewah Dalam Cluster Model...,"Rumah
Dekat Akses Transportasi
Dekat Tempat Wisata"
Luxury Home One Gate System Kalitirto Berbah Dekat Exit Tol Bokoharjo,"Rp 1,35 Miliar","Berbah, Sleman",3.0,2.0,2.0,103 m²,100 m²,Luxury Home One Gate System Kalitirto Berbah Dekat Exit Tol Bokoharjo. Rumah Mewah Dalam Cluster...,"Rumah
Dekat Akses Transportasi
Dekat Tempat Wisata"
Rumah Kolam Renang Berbah Jogja American Style 50m Ke Jalan Utama,"Rp 1,48 Miliar","Berbah, Sleman",3.0,2.0,2.0,125 m²,100 m²,Rumah Kolam Renang Berbah Jogja American Style 50m ke Jalan Utama. Rumah Mewah Dalam Cluster Model...,"Rumah
Dekat Akses Transportasi
Dekat Tempat Wisata"
Luxury Home Berbah Jogja Classic Modern Dekat Adisutjipto,"Rp 1,87 Miliar","Sleman, Yogyakarta",3.0,3.0,2.0,150 m²,110 m²,Luxury Home Berbah Jogja Classic Modern Dekat Adisutjipto. Rumah Mewah Dalam Cluster Model American...,"Rumah
Dekat Akses Transportasi
Dekat Tempat Wisata"
Rumah Murah Di Kawasan Strategis Dekat Candi Prambanan,Rp 625 Juta,"Kalasan, Sleman",3.0,2.0,1.0,81 m²,50 m²,"Rumah MURAH Di Kawasan Strategis Dekat Candi Prambanan Hunian nyaman dengan Konsep Joglo Moderen,...","Rumah
Dekat Tempat Ibadah"
Rumah Siap Huni Type Luas 73 124 Dekat Rs Bhayangkara Polda Diy,Rp 835 Juta,"Kalasan, Sleman",3.0,1.0,1.0,124 m²,73 m²,JUAL RUMAH SIAP HUNI TYPE LUAS 73/124 DEKAT RS BHAYANGKARA POLDA DIY Spesifikasi: Luas Tanah: 124...,"Rumah
Siap Huni
Dekat Akses Transportasi
Dekat Sekolah"
"Kos Eksklusif Proses Bangun Jalan Kaliurang Km 12,5","Rp 3,25 Miliar","Kaliurang, Sleman",12.0,12.0,3.0,223 m²,260 m²,Dijual Kost Exclusive Proses Bangun Lokasi : 200m dari Jalan Raya Kaliurang Km 12.5 (Belakang Toko...,"Rumah
Full Furnished
Dekat Sekolah
Dekat Landmark"
Beli Rumah di Jogja Bonus Paket Nikah Awal Bahagia Pasangan Baru,Rp 341 Juta,"Sentolo, Kulon Progo",2.0,1.0,1.0,71 m²,36 m²,Kami hadirkan rumah Cluster dengan konsep ala jepang O’isyana village cocok untuk keluarga muda yang...,"Rumah
Dekat Akses Transportasi
Dekat Sekolah
Dekat Fasilitas Kesehatan"
Rumah Megah Siap Huni Type Luas 138 118 Di Jogja,Rp 950 Juta,"Sleman, Sleman",3.0,3.0,1.0,118 m²,138 m²,JUAL RUMAH MEGAH SIAP HUNI TYPE LUAS 138/118 DI JOGJA Spesifikasi: Luas Tanah: 118 m2 Luas Bangunan:...,"Rumah
Siap Huni
Dekat Akses Transportasi
Dekat Sekolah"
"Dijual Rumah Di Perumahan Laguna Spring Jogja, Baturetno, Bantul","Rp 2,5 Miliar","Banguntapan, Bantul",4.0,4.0,1.0,128 m²,130 m²,"Rumah di perumahan Laguna Spring Jogja, Baturetno, Banguntapan, Bantul ini mempunyai luas tanah 128...","Rumah
Dekat Sekolah"
"Rumah Cantik Scandinavian Dalam Mini Cluster 4 Unit Di Jalan Kaliurang Km 12 Sukoharjo Ngaglik Sleman

sisa 2 Unit Dari Total 4 Unit
lingkungan Tenang

harga: 680 Juta 
--",Rp 680 Juta,"Ngaglik, Sleman",2.0,1.0,1.0,91 m²,50 m²,RUMAH CANTIK SCANDINAVIAN DALAM MINI CLUSTER 4 UNIT DI JALAN KALIURANG KM 12 SUKOHARJO NGAGLIK SLEMAN...,"Rumah
Dekat Tempat Ibadah
Dekat Landmark"
Hunian Baru Scandinavian di Sleman Bonus Liburan Gratis Untuk Anda,Rp 566 Juta,"Gamping, Sleman",3.0,1.0,1.0,88 m²,40 m²,"Cluster Mulia Ambarketawang Lokasi proyek : Jl. Watulangkah, Watulangkah, RT02, RW.36, Ambarketawang,...","Rumah
Dekat Sekolah"
"Rumah Siap Huni dekat SMK N 1Bantul di Neco, Sabdodadi, Bantul, Bantul, Jogja",Rp 440 Juta,"Bantul, Bantul",2.0,1.0,1.0,90 m²,45 m²,"Rumah Siap Huni dekat SMK N 1 Bantul di Jl Parangtritis KM 10 Bantul Lokasi: Neco, Sabdodadi, Bantul,...","Rumah
Siap Huni
Dekat Sekolah"
RUMAH 2 LANTAI FURNISH DALAM PERUMHAN NGAGKLIK SLEMAN DEKAT UGM,"Rp 1,3 Miliar","Kaliurang, Sleman",3.0,2.0,1.0,117 m²,120 m²,"Dijual rumah Jl.Damai Perumahan Mutiara Kencana, Jl. Umbul Permai, Wonorejo, Sariharjo, Ngaglik,...","Rumah
Full Furnished
Dekat Akses Transportasi
Dekat Sekolah"
Rumah Dekat Kampus Umy Dalam Minicluster Banaran Bangunjiwo Siap Huni,Rp 475 Juta,"Kasihan, Bantul",2.0,1.0,1.0,77 m²,45 m²,"Rumah dekat Kampus UMY dalam Minicluster Banaran Bangunjiwo Siap Huni Lokasi : Banaran, Bangunjiwo,...","Rumah
Siap Huni
Dekat Sekolah"
"Dijual Rumah Kantor Di Prenggan, Kota Gede, Jogja","Rp 1,9 Miliar","Kotagede, Yogyakarta",3.0,2.0,2.0,181 m²,250 m²,"Rumah kantor di Prenggan, Kota Gede, Jogja ini mempunyai luas tanah 181 m2. Lebar depan 10 meter,...","Rumah
Dekat Sekolah"
Rumah Baru Dalam Perumahan di Maguwoharjo Dekat UPN,"Rp 2,2 Miliar","Ngemplak, Sleman",4.0,4.0,2.0,120 m²,150 m²,Luas Tanah : 120 m2 Luas Bangunan : 150 m2 Jumlah Lantai : 2 Kamar Tidur : 4 Kamar Mandi : 3 Ruang...,"Rumah
Dekat Pusat Perbelanjaan
Dekat Sekolah"
Dijual Ruko Lokasi Pinggir Jalan Ramai Strategis 2 Lantai,"Rp 1,6 Miliar","Purwomartani   , Sleman",5.0,3.0,2.0,262 m²,160 m²,"Dijual ruko di tepi jalan utama kabupaten , jalan nya bisa mobil bersimpangan 3 mobil,cocok untuk...","Rumah
Dekat Akses Transportasi
Dekat Sekolah
Dekat Fasilitas Kesehatan"
Rumah Mewah Japandy Style Dalam Ringroad Maguwoharjo,"Rp 1,6 Miliar","Maguwoharjo, Yogyakarta",4.0,3.0,2.0,118 m²,160 m²,"Mewah Japandy Style dalam Ringroad Maguwoharjo dekat Kampus UPN, UII, YKPN dan Pakuwon Mall Total...","Rumah
Dekat Pusat Perbelanjaan
Dekat Sekolah
Dekat Fasilitas Kesehatan"
Rumah 2 Lantai Unik Asri Taman Luas Di Bantul Yogyakarta,"Rp 3,7 Miliar","Bantul, Bantul",4.0,3.0,1.0,350 m²,400 m²,DIJUAL Rumah Bantul Yogyakarta Lokasi : 5 menit ke Ring Road Selatan 10 menit ke Malioboro Area ramai...,Rumah
Dijual Rumah Mewah Siap Huni Berlokasi Sangat Strategis di Yogyakarta Bonus Ac,"Rp 5,5 Miliar","Sleman, Sleman",4.0,4.0,4.0,295 m²,400 m²,Dijual Rumah Mewah Siap Huni Berlokasi Sangat Strategis di Yogyakarta Bonus AC Luas tanah 295 m Luas...,"Rumah
Siap Huni
Dekat Sekolah"
RUMAH DI KODYA YOGYAKARTA,"Rp 1,9 Miliar","Kotagede, Yogyakarta",4.0,1.0,2.0,255 m²,118 m²,Rumah Dijual Yogyakarta RUMAH SECOND DI KOTA YOGYA DENGAN. LINGKUNGAN TENANG. STRATEGIS DEKAT KE...,"Rumah
Dekat Fasilitas Kesehatan"
"Rumah Furnish Dekat Jl. Palagan Km.7 Ngaglik, Sleman",Rp 2 Miliar,"Ngaglik, Sleman",3.0,3.0,1.0,142 m²,200 m²,"Rumah tinggal furnish ini berada di Dusun Serabon Sariharjo Ngaglik Sleman, yang hanya beberapa meter...","Rumah
Full Furnished
Dekat Pusat Perbelanjaan
Dekat Sekolah"
Kos Mewah Exclusive Minimalis Modern Dekat Uii,"Rp 3,25 Miliar","Ngaglik, Sleman",12.0,12.0,2.0,223 m²,260 m²,Dijual Kost Exclusive Proses Bangun Lokasi : 200m dari Jalan Raya Kaliurang Km 12.5 (Belakang Toko...,"Rumah
Full Furnished
Dekat Sekolah
Dekat Landmark"
Rumah Baru Di Jl Palagan Km 10 Dekat Sleman City Hall,"Rp 1,7 Miliar","Ngaglik, Sleman",3.0,3.0,1.0,139 m²,180 m²,Rumah Baru di JL Palagan Km 10 Dekat Sleman City Hall Luas Tanah : 139 m2 Luas Bangunan : 180 m2...,"Rumah
Dekat Sekolah"
"PROMO!!!
DAPATKAN DISC PEMBELIAN UNIT RUMAH SEBESAR RP 100.000.xxx

RUMAH MEWAH EKLUSIF 2 LANTAI DI DEKAT HOTEL HYATT JALAN PALAGAN, SENDANGADI, MLATI, YOGYAKARTA. di Jalan palagan km 9 Rumah 2 Lantai SHM Baru","Rp 2,3 Miliar","Ngaglik, Sleman",4.0,4.0,1.0,199 m²,140 m²,PROMO!!! DAPATKAN DISC PEMBELIAN UNIT RUMAH SEBESAR RP 100.000.000 RUMAH MEWAH EKLUSIF 2 LANTAI DI...,"Rumah
Dekat Sekolah
Dekat Landmark"
RUMAH CANTIK PALING LARIS DI WATES SEDAYU JOGJA,Rp 564 Juta,"Sedayu, Bantul",3.0,2.0,1.0,74 m²,48 m²,"RUMAH MURAH PALING LARIS DI WATES SEDAYU Lokasi : Jl. Wates, Sedayu Rumah cantik murah paling laris...","Rumah
Dekat Akses Transportasi
Dekat Sekolah
Dekat Fasilitas Kesehatan"
"Rumah Baru Dalam Perumahan di JL Palagan Km 8 Dekat Hotel Hyatt

Luas Tanah : 113- 146 m2
Luas Bangunan : 88 m2
Jumlah Lantai : 2
Kamar Tidur : 3
Kamar Mandi : 3

Ruang tamu, ruang keluarga, ruang makan
dapur, carport, taman

Lingkungan Sekitar
- Akses ja","Rp 1,9 Miliar","Ngaglik, Sleman",3.0,3.0,1.0,113 m²,88 m²,Rumah Baru Dalam Perumahan di JL Palagan Km 8 Dekat Hotel Hyatt Luas Tanah : 113- 146 m2 Luas Bangunan...,Rumah
RUMAH BARU SIAP HUNI CANTIK MINIMALIS HARGA EKONOMIS HOOK DALAM CLUSTER MUTIARA SEWON 2 - JALAN IMOGIRI BARAT SEWON BANTUL,Rp 495 Juta,"Sewon, Bantul",2.0,1.0,1.0,85 m²,50 m²,MURAH POLL MURAH POLL MURAH POLL RUMAH BARU SIAP HUNI CANTIK MINIMALIS HARGA EKONOMIS HOOK DALAM...,"Rumah
Siap Huni
Dekat Sekolah
Dekat Tempat Ibadah"
RUMAH MEWAH DAN CANTIK  DAERAH LEMPONGSARI  PALAGAN,"Rp 4,6 Miliar","Ngaglik, Sleman",5.0,5.0,2.0,292 m²,160 m²,"Di jual Rumah Cantik Lokasi : Jalan Palagan km 7, sleman, yogyakarta Dijual cepat rumah dijalan palagan...","Rumah
Dekat Pusat Perbelanjaan"
RUMAH MURAH PALING LARIS DI WATES SEDAYU,Rp 564 Juta,"Sedayu, Bantul",3.0,2.0,1.0,74 m²,48 m²,"RUMAH MURAH PALING LARIS DI WATES SEDAYU Lokasi : Jl. Wates, Sedayu Rumah cantik murah paling laris...","Rumah
Dekat Akses Transportasi
Dekat Sekolah
Dekat Fasilitas Kesehatan"
RUMAH KOST BARU 20 KAMAR FULL FURNISH DEKAT UMY,"Rp 3,7 Miliar","Kasihan, Bantul",20.0,20.0,3.0,216 m²,300 m²,"KOST BARU 20 KAMAR HARGA MURAH DEKAT UMY Lokasi : Kasihan, Bantul Kost - Kostan 20 kamar tidur dekat...","Rumah
Full Furnished
Dekat Akses Transportasi
Dekat Sekolah"
KOST BARU 20 KAMAR HARGA MURAH DEKAT UMY,"Rp 3,7 Miliar","Kasihan, Bantul",20.0,20.0,3.0,216 m²,300 m²,"KOST BARU 20 KAMAR HARGA MURAH DEKAT UMY Lokasi : Kasihan, Bantul Kost - Kostan 20 kamar tidur dekat...","Rumah
Full Furnished
Dekat Akses Transportasi
Dekat Sekolah"
